name,category,description,packSize,price,mrp,stock,imagePath,image,merchantId,discount,isOrganic
Saffola Floor Cleaner,Household Cleaning,Saffola Floor Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,82,444,449,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/saffola_floor_cleaner.png,mkGold/products/floor_cleaner.png,,0,FALSE
Heritage Floor Cleaner,Household Cleaning,Heritage Floor Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,213,392,56,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/heritage_floor_cleaner.png,mkGold/products/floor_cleaner.png,,0,FALSE
Patanjali Floor Cleaner,Household Cleaning,Patanjali Floor Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,294,436,296,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/patanjali_floor_cleaner.png,mkGold/products/floor_cleaner.png,,0,FALSE
Fortune Floor Cleaner,Household Cleaning,Fortune Floor Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,167,370,82,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/fortune_floor_cleaner.png,mkGold/products/floor_cleaner.png,,0,FALSE
24 Mantra Floor Cleaner,Household Cleaning,24 Mantra Floor Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,177,448,306,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/24_mantra_floor_cleaner.png,mkGold/products/floor_cleaner.png,,0,FALSE
Amul Floor Cleaner,Household Cleaning,Amul Floor Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,169,372,336,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/amul_floor_cleaner.png,mkGold/products/floor_cleaner.png,,0,FALSE
Britannia Floor Cleaner,Household Cleaning,Britannia Floor Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,83,430,389,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/britannia_floor_cleaner.png,mkGold/products/floor_cleaner.png,,0,FALSE
Aashirvaad Floor Cleaner,Household Cleaning,Aashirvaad Floor Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,116,385,425,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/aashirvaad_floor_cleaner.png,mkGold/products/floor_cleaner.png,,0,FALSE
Dhara Toilet Cleaner,Household Cleaning,Dhara Toilet Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,225,361,379,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/dhara_toilet_cleaner.png,mkGold/products/oil.png,,0,FALSE
Tata Toilet Cleaner,Household Cleaning,Tata Toilet Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,138,424,369,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/tata_toilet_cleaner.png,mkGold/products/oil.png,,0,FALSE
Aashirvaad Toilet Cleaner,Household Cleaning,Aashirvaad Toilet Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,188,441,158,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/aashirvaad_toilet_cleaner.png,mkGold/products/oil.png,,0,FALSE
HUL Toilet Cleaner,Household Cleaning,HUL Toilet Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,148,444,419,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/hul_toilet_cleaner.png,mkGold/products/oil.png,,0,FALSE
Saffola Toilet Cleaner,Household Cleaning,Saffola Toilet Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,190,446,424,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/saffola_toilet_cleaner.png,mkGold/products/oil.png,,0,FALSE
24 Mantra Toilet Cleaner,Household Cleaning,24 Mantra Toilet Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,274,428,219,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/24_mantra_toilet_cleaner.png,mkGold/products/oil.png,,0,FALSE
Gemini Toilet Cleaner,Household Cleaning,Gemini Toilet Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,174,400,167,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/gemini_toilet_cleaner.png,mkGold/products/oil.png,,0,FALSE
Patanjali Toilet Cleaner,Household Cleaning,Patanjali Toilet Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,68,374,150,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/patanjali_toilet_cleaner.png,mkGold/products/oil.png,,0,FALSE
Saffola Dish Wash Liquid,Household Cleaning,Saffola Dish Wash Liquid is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,227,421,170,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/saffola_dish_wash_liquid.png,mkGold/products/dish_wash.png,,0,FALSE
Amul Dish Wash Liquid,Household Cleaning,Amul Dish Wash Liquid is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,90,417,185,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/amul_dish_wash_liquid.png,mkGold/products/dish_wash.png,,0,FALSE
Paper Boat Dish Wash Liquid,Household Cleaning,Paper Boat Dish Wash Liquid is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,236,390,216,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/paper_boat_dish_wash_liquid.png,mkGold/products/dish_wash.png,,0,FALSE
Gemini Dish Wash Liquid,Household Cleaning,Gemini Dish Wash Liquid is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,193,418,438,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/gemini_dish_wash_liquid.png,mkGold/products/dish_wash.png,,0,FALSE
Gemini Baby Diapers,Baby Care,Gemini Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,212,370,260,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/gemini_baby_diapers.png,mkGold/products/default.png,,0,FALSE
Nestle Baby Diapers,Baby Care,Nestle Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,186,403,400,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/nestle_baby_diapers.png,mkGold/products/default.png,,0,FALSE
Tata Baby Diapers,Baby Care,Tata Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,93,444,198,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/tata_baby_diapers.png,mkGold/products/default.png,,0,FALSE
Jersey Baby Diapers,Baby Care,Jersey Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,251,376,157,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/jersey_baby_diapers.png,mkGold/products/default.png,,0,FALSE
Amul Baby Diapers,Baby Care,Amul Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,68,450,397,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/amul_baby_diapers.png,mkGold/products/default.png,,0,FALSE
Dhara Baby Diapers,Baby Care,Dhara Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,137,405,300,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/dhara_baby_diapers.png,mkGold/products/default.png,,0,FALSE
Fortune Baby Diapers,Baby Care,Fortune Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,341,439,392,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/fortune_baby_diapers.png,mkGold/products/default.png,,0,FALSE
Patanjali Baby Diapers,Baby Care,Patanjali Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,321,391,367,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/patanjali_baby_diapers.png,mkGold/products/default.png,,0,FALSE
Aashirvaad Baby Wipes,Baby Care,Aashirvaad Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,268,399,274,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/aashirvaad_baby_wipes.png,mkGold/products/default.png,,0,FALSE
Jersey Baby Wipes,Baby Care,Jersey Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,268,441,181,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/jersey_baby_wipes.png,mkGold/products/default.png,,0,FALSE
Nandini Baby Wipes,Baby Care,Nandini Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,211,377,96,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/nandini_baby_wipes.png,mkGold/products/default.png,,0,FALSE
Nestle Baby Wipes,Baby Care,Nestle Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,43,443,134,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/nestle_baby_wipes.png,mkGold/products/default.png,,0,FALSE
Heritage Baby Wipes,Baby Care,Heritage Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,152,361,487,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/heritage_baby_wipes.png,mkGold/products/default.png,,0,FALSE
Dabur Baby Wipes,Baby Care,Dabur Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,297,383,74,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/dabur_baby_wipes.png,mkGold/products/default.png,,0,FALSE
Amul Baby Wipes,Baby Care,Amul Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,124,432,243,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/amul_baby_wipes.png,mkGold/products/default.png,,0,FALSE
Organic India Baby Wipes,Baby Care,Organic India Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,242,402,72,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/organic_india_baby_wipes.png,mkGold/products/default.png,,0,FALSE
Country Delight Baby Soap,Baby Care,Country Delight Baby Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,112,371,438,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/country_delight_baby_soap.png,mkGold/products/default.png,,0,FALSE
Dhara Baby Soap,Baby Care,Dhara Baby Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,131,385,69,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/dhara_baby_soap.png,mkGold/products/default.png,,0,FALSE
Gemini Baby Soap,Baby Care,Gemini Baby Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,76,376,68,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/gemini_baby_soap.png,mkGold/products/default.png,,0,FALSE
Jersey Baby Soap,Baby Care,Jersey Baby Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,226,362,398,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/jersey_baby_soap.png,mkGold/products/default.png,,0,FALSE
Nandini Dog Food,Pet Care,Nandini Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,163,391,113,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/nandini_dog_food.png,mkGold/products/default.png,,0,FALSE
Dabur Dog Food,Pet Care,Dabur Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,238,419,78,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/dabur_dog_food.png,mkGold/products/default.png,,0,FALSE
Aashirvaad Dog Food,Pet Care,Aashirvaad Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,297,437,255,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/aashirvaad_dog_food.png,mkGold/products/default.png,,0,FALSE
Organic India Dog Food,Pet Care,Organic India Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,85,384,194,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/organic_india_dog_food.png,mkGold/products/default.png,,0,FALSE
Britannia Dog Food,Pet Care,Britannia Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,98,439,331,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/britannia_dog_food.png,mkGold/products/default.png,,0,FALSE
ITC Dog Food,Pet Care,ITC Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,347,431,44,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/itc_dog_food.png,mkGold/products/default.png,,0,FALSE
Paper Boat Dog Food,Pet Care,Paper Boat Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,143,363,411,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/paper_boat_dog_food.png,mkGold/products/default.png,,0,FALSE
Dhara Dog Food,Pet Care,Dhara Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,208,422,170,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/dhara_dog_food.png,mkGold/products/default.png,,0,FALSE
Organic India Cat Food,Pet Care,Organic India Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,132,433,452,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/organic_india_cat_food.png,mkGold/products/default.png,,0,FALSE
Aashirvaad Cat Food,Pet Care,Aashirvaad Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,215,403,392,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/aashirvaad_cat_food.png,mkGold/products/default.png,,0,FALSE
ITC Cat Food,Pet Care,ITC Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,350,382,421,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/itc_cat_food.png,mkGold/products/default.png,,0,FALSE
Amul Cat Food,Pet Care,Amul Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,41,390,201,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/amul_cat_food.png,mkGold/products/default.png,,0,FALSE
24 Mantra Cat Food,Pet Care,24 Mantra Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,137,404,332,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/24_mantra_cat_food.png,mkGold/products/default.png,,0,FALSE
Saffola Cat Food,Pet Care,Saffola Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,255,388,418,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/saffola_cat_food.png,mkGold/products/default.png,,0,FALSE
Gemini Cat Food,Pet Care,Gemini Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,299,433,240,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/gemini_cat_food.png,mkGold/products/default.png,,0,FALSE
HUL Cat Food,Pet Care,HUL Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,218,393,326,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/hul_cat_food.png,mkGold/products/default.png,,0,FALSE
Tata Dog Treats,Pet Care,Tata Dog Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,197,444,192,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/tata_dog_treats.png,mkGold/products/default.png,,0,FALSE
Gemini Dog Treats,Pet Care,Gemini Dog Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,170,399,229,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/gemini_dog_treats.png,mkGold/products/default.png,,0,FALSE
Organic India Dog Treats,Pet Care,Organic India Dog Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,321,406,239,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/organic_india_dog_treats.png,mkGold/products/default.png,,0,FALSE
Nandini Dog Treats,Pet Care,Nandini Dog Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,291,395,472,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/nandini_dog_treats.png,mkGold/products/default.png,,0,FALSE
Nestle Beard Oil,Mens Grooming,Nestle Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,58,419,207,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/nestle_beard_oil.png,mkGold/products/oil.png,,0,FALSE
Dabur Beard Oil,Mens Grooming,Dabur Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,175,420,349,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/dabur_beard_oil.png,mkGold/products/oil.png,,0,FALSE
Tata Beard Oil,Mens Grooming,Tata Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,69,443,337,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/tata_beard_oil.png,mkGold/products/oil.png,,0,FALSE
Patanjali Beard Oil,Mens Grooming,Patanjali Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,240,393,414,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/patanjali_beard_oil.png,mkGold/products/oil.png,,0,FALSE
Paper Boat Beard Oil,Mens Grooming,Paper Boat Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,81,420,134,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/paper_boat_beard_oil.png,mkGold/products/oil.png,,0,FALSE
Amul Beard Oil,Mens Grooming,Amul Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,349,399,443,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/amul_beard_oil.png,mkGold/products/oil.png,,0,FALSE
ITC Beard Oil,Mens Grooming,ITC Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,56,414,321,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/itc_beard_oil.png,mkGold/products/oil.png,,0,FALSE
Organic India Beard Oil,Mens Grooming,Organic India Beard Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,53,434,187,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/organic_india_beard_oil.png,mkGold/products/oil.png,,0,FALSE
HUL Shaving Foam,Mens Grooming,HUL Shaving Foam is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,46,395,474,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/hul_shaving_foam.png,mkGold/products/default.png,,0,FALSE
Tata Shaving Foam,Mens Grooming,Tata Shaving Foam is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,189,404,310,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/tata_shaving_foam.png,mkGold/products/default.png,,0,FALSE
Dhara Shaving Foam,Mens Grooming,Dhara Shaving Foam is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,136,444,242,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/dhara_shaving_foam.png,mkGold/products/default.png,,0,FALSE
24 Mantra Shaving Foam,Mens Grooming,24 Mantra Shaving Foam is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,300,448,77,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/24_mantra_shaving_foam.png,mkGold/products/default.png,,0,FALSE
Nandini Shaving Foam,Mens Grooming,Nandini Shaving Foam is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,145,443,45,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/nandini_shaving_foam.png,mkGold/products/default.png,,0,FALSE
Jersey Shaving Foam,Mens Grooming,Jersey Shaving Foam is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,313,422,343,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/jersey_shaving_foam.png,mkGold/products/default.png,,0,FALSE
Nestle Shaving Foam,Mens Grooming,Nestle Shaving Foam is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,299,379,289,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/nestle_shaving_foam.png,mkGold/products/default.png,,0,FALSE
Country Delight Shaving Foam,Mens Grooming,Country Delight Shaving Foam is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,67,395,274,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/country_delight_shaving_foam.png,mkGold/products/default.png,,0,FALSE
Aashirvaad After Shave Lotion,Mens Grooming,Aashirvaad After Shave Lotion is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,278,418,397,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/aashirvaad_after_shave_lotion.png,mkGold/products/default.png,,0,FALSE
Country Delight After Shave Lotion,Mens Grooming,Country Delight After Shave Lotion is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,45,417,117,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/country_delight_after_shave_lotion.png,mkGold/products/default.png,,0,FALSE
Patanjali After Shave Lotion,Mens Grooming,Patanjali After Shave Lotion is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,287,448,58,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/patanjali_after_shave_lotion.png,mkGold/products/default.png,,0,FALSE
Tata After Shave Lotion,Mens Grooming,Tata After Shave Lotion is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,107,360,280,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/mens_grooming/tata_after_shave_lotion.png,mkGold/products/default.png,,0,FALSE
24 Mantra Sanitary Pads,Womens Hygiene,24 Mantra Sanitary Pads is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,75,437,465,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/womens_hygiene/24_mantra_sanitary_pads.png,mkGold/products/default.png,,0,FALSE
Tata Sanitary Pads,Womens Hygiene,Tata Sanitary Pads is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,48,430,378,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/womens_hygiene/tata_sanitary_pads.png,mkGold/products/default.png,,0,FALSE
Nestle Sanitary Pads,Womens Hygiene,Nestle Sanitary Pads is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,137,363,483,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/womens_hygiene/nestle_sanitary_pads.png,mkGold/products/default.png,,0,FALSE
Jersey Sanitary Pads,Womens Hygiene,Jersey Sanitary Pads is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,299,450,403,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/womens_hygiene/jersey_sanitary_pads.png,mkGold/products/default.png,,0,FALSE
Dhara Sanitary Pads,Womens Hygiene,Dhara Sanitary Pads is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,136,408,178,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/womens_hygiene/dhara_sanitary_pads.png,mkGold/products/default.png,,0,FALSE
Amul Sanitary Pads,Womens Hygiene,Amul Sanitary Pads is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,281,427,224,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/womens_hygiene/amul_sanitary_pads.png,mkGold/products/default.png,,0,FALSE
