name,categoryName,description,packSize,price,mrp,stock,imagePath,image
Heritage Glass Cleaner,Household Cleaning,Heritage Glass Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,66,400,62,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/heritage_glass_cleaner.png,mkGold/products/default.png
ITC Glass Cleaner,Household Cleaning,ITC Glass Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,289,443,143,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/itc_glass_cleaner.png,mkGold/products/default.png
Saffola Glass Cleaner,Household Cleaning,Saffola Glass Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,89,433,340,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/saffola_glass_cleaner.png,mkGold/products/default.png
Jersey Glass Cleaner,Household Cleaning,Jersey Glass Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,173,363,42,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/jersey_glass_cleaner.png,mkGold/products/default.png
Amul Glass Cleaner,Household Cleaning,Amul Glass Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,51,403,293,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/amul_glass_cleaner.png,mkGold/products/default.png
Country Delight Bathroom Cleaner,Household Cleaning,Country Delight Bathroom Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,269,389,91,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/country_delight_bathroom_cleaner.png,mkGold/products/default.png
Tata Bathroom Cleaner,Household Cleaning,Tata Bathroom Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,213,391,330,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/tata_bathroom_cleaner.png,mkGold/products/default.png
Amul Bathroom Cleaner,Household Cleaning,Amul Bathroom Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,252,382,238,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/amul_bathroom_cleaner.png,mkGold/products/default.png
Dabur Bathroom Cleaner,Household Cleaning,Dabur Bathroom Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,128,428,235,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/dabur_bathroom_cleaner.png,mkGold/products/default.png
Nestle Bathroom Cleaner,Household Cleaning,Nestle Bathroom Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,145,398,252,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/nestle_bathroom_cleaner.png,mkGold/products/default.png
Gemini Bathroom Cleaner,Household Cleaning,Gemini Bathroom Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,312,425,305,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/gemini_bathroom_cleaner.png,mkGold/products/default.png
Nandini Bathroom Cleaner,Household Cleaning,Nandini Bathroom Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,255,389,67,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/nandini_bathroom_cleaner.png,mkGold/products/default.png
Heritage Bathroom Cleaner,Household Cleaning,Heritage Bathroom Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,219,366,149,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/heritage_bathroom_cleaner.png,mkGold/products/default.png
Gemini Surface Cleaner,Household Cleaning,Gemini Surface Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,49,417,101,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/gemini_surface_cleaner.png,mkGold/products/default.png
Patanjali Surface Cleaner,Household Cleaning,Patanjali Surface Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,344,409,124,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/patanjali_surface_cleaner.png,mkGold/products/default.png
Amul Surface Cleaner,Household Cleaning,Amul Surface Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,81,397,500,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/amul_surface_cleaner.png,mkGold/products/default.png
Organic India Surface Cleaner,Household Cleaning,Organic India Surface Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,149,432,80,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/organic_india_surface_cleaner.png,mkGold/products/default.png
Jersey Surface Cleaner,Household Cleaning,Jersey Surface Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,341,388,420,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/jersey_surface_cleaner.png,mkGold/products/default.png
Nandini Surface Cleaner,Household Cleaning,Nandini Surface Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,169,405,231,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/nandini_surface_cleaner.png,mkGold/products/default.png
Country Delight Surface Cleaner,Household Cleaning,Country Delight Surface Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,258,450,413,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/country_delight_surface_cleaner.png,mkGold/products/default.png
Heritage Surface Cleaner,Household Cleaning,Heritage Surface Cleaner is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,327,439,110,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/household_cleaning/heritage_surface_cleaner.png,mkGold/products/default.png
Gemini Baby Diapers,Baby Care,Gemini Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,212,370,260,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/gemini_baby_diapers.png,mkGold/products/default.png
Nestle Baby Diapers,Baby Care,Nestle Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,186,403,400,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/nestle_baby_diapers.png,mkGold/products/default.png
Tata Baby Diapers,Baby Care,Tata Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,93,444,198,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/tata_baby_diapers.png,mkGold/products/default.png
Jersey Baby Diapers,Baby Care,Jersey Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,251,376,157,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/jersey_baby_diapers.png,mkGold/products/default.png
Amul Baby Diapers,Baby Care,Amul Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,68,450,397,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/amul_baby_diapers.png,mkGold/products/default.png
Dhara Baby Diapers,Baby Care,Dhara Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,137,405,300,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/dhara_baby_diapers.png,mkGold/products/default.png
Fortune Baby Diapers,Baby Care,Fortune Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,341,439,392,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/fortune_baby_diapers.png,mkGold/products/default.png
Patanjali Baby Diapers,Baby Care,Patanjali Baby Diapers is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,321,391,367,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/patanjali_baby_diapers.png,mkGold/products/default.png
Aashirvaad Baby Wipes,Baby Care,Aashirvaad Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,268,399,274,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/aashirvaad_baby_wipes.png,mkGold/products/default.png
Jersey Baby Wipes,Baby Care,Jersey Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,268,441,181,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/jersey_baby_wipes.png,mkGold/products/default.png
Nandini Baby Wipes,Baby Care,Nandini Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,211,377,96,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/nandini_baby_wipes.png,mkGold/products/default.png
Nestle Baby Wipes,Baby Care,Nestle Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,43,443,134,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/nestle_baby_wipes.png,mkGold/products/default.png
Heritage Baby Wipes,Baby Care,Heritage Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,152,361,487,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/heritage_baby_wipes.png,mkGold/products/default.png
Dabur Baby Wipes,Baby Care,Dabur Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,297,383,74,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/dabur_baby_wipes.png,mkGold/products/default.png
Amul Baby Wipes,Baby Care,Amul Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,124,432,243,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/amul_baby_wipes.png,mkGold/products/default.png
Organic India Baby Wipes,Baby Care,Organic India Baby Wipes is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,242,402,72,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/organic_india_baby_wipes.png,mkGold/products/default.png
Country Delight Baby Soap,Baby Care,Country Delight Baby Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,112,371,438,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/country_delight_baby_soap.png,mkGold/products/default.png
Dhara Baby Soap,Baby Care,Dhara Baby Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,131,385,69,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/dhara_baby_soap.png,mkGold/products/default.png
Gemini Baby Soap,Baby Care,Gemini Baby Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,76,376,68,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/gemini_baby_soap.png,mkGold/products/default.png
Jersey Baby Soap,Baby Care,Jersey Baby Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,226,362,398,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/jersey_baby_soap.png,mkGold/products/default.png
Amul Baby Soap,Baby Care,Amul Baby Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,48,435,256,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/amul_baby_soap.png,mkGold/products/default.png
Nestle Baby Soap,Baby Care,Nestle Baby Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,107,386,239,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/nestle_baby_soap.png,mkGold/products/default.png
ITC Baby Soap,Baby Care,ITC Baby Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,242,365,290,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/itc_baby_soap.png,mkGold/products/default.png
Heritage Baby Soap,Baby Care,Heritage Baby Soap is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,156,408,463,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/heritage_baby_soap.png,mkGold/products/default.png
Patanjali Baby Shampoo,Baby Care,Patanjali Baby Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,275,373,189,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/patanjali_baby_shampoo.png,mkGold/products/shampoo.png
Saffola Baby Shampoo,Baby Care,Saffola Baby Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,208,427,131,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/saffola_baby_shampoo.png,mkGold/products/shampoo.png
Nestle Baby Shampoo,Baby Care,Nestle Baby Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,72,418,219,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/nestle_baby_shampoo.png,mkGold/products/shampoo.png
Dhara Baby Shampoo,Baby Care,Dhara Baby Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,140,385,310,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/dhara_baby_shampoo.png,mkGold/products/shampoo.png
Dabur Baby Shampoo,Baby Care,Dabur Baby Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,332,424,335,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/dabur_baby_shampoo.png,mkGold/products/shampoo.png
Tata Baby Shampoo,Baby Care,Tata Baby Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,104,366,431,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/tata_baby_shampoo.png,mkGold/products/shampoo.png
Nandini Baby Shampoo,Baby Care,Nandini Baby Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,62,425,108,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/nandini_baby_shampoo.png,mkGold/products/shampoo.png
Gemini Baby Shampoo,Baby Care,Gemini Baby Shampoo is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,193,385,333,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/gemini_baby_shampoo.png,mkGold/products/shampoo.png
Paper Boat Baby Oil,Baby Care,Paper Boat Baby Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,167,416,367,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/paper_boat_baby_oil.png,mkGold/products/oil.png
Jersey Baby Oil,Baby Care,Jersey Baby Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,143,399,86,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/jersey_baby_oil.png,mkGold/products/oil.png
Heritage Baby Oil,Baby Care,Heritage Baby Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,55,411,102,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/heritage_baby_oil.png,mkGold/products/oil.png
Aashirvaad Baby Oil,Baby Care,Aashirvaad Baby Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,75,436,83,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/aashirvaad_baby_oil.png,mkGold/products/oil.png
Dabur Baby Oil,Baby Care,Dabur Baby Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,138,432,195,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/dabur_baby_oil.png,mkGold/products/oil.png
Fortune Baby Oil,Baby Care,Fortune Baby Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,82,376,254,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/fortune_baby_oil.png,mkGold/products/oil.png
Amul Baby Oil,Baby Care,Amul Baby Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,251,445,385,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/amul_baby_oil.png,mkGold/products/oil.png
Gemini Baby Oil,Baby Care,Gemini Baby Oil is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,346,404,461,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/gemini_baby_oil.png,mkGold/products/oil.png
Britannia Baby Lotion,Baby Care,Britannia Baby Lotion is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,258,369,186,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/britannia_baby_lotion.png,mkGold/products/default.png
Tata Baby Lotion,Baby Care,Tata Baby Lotion is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,255,390,353,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/tata_baby_lotion.png,mkGold/products/default.png
24 Mantra Baby Lotion,Baby Care,24 Mantra Baby Lotion is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,223,403,268,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/24_mantra_baby_lotion.png,mkGold/products/default.png
ITC Baby Lotion,Baby Care,ITC Baby Lotion is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,179,421,336,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/itc_baby_lotion.png,mkGold/products/default.png
Gemini Baby Lotion,Baby Care,Gemini Baby Lotion is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,320,407,447,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/gemini_baby_lotion.png,mkGold/products/default.png
Heritage Baby Lotion,Baby Care,Heritage Baby Lotion is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,259,366,324,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/heritage_baby_lotion.png,mkGold/products/default.png
HUL Baby Lotion,Baby Care,HUL Baby Lotion is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,158,392,252,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/hul_baby_lotion.png,mkGold/products/default.png
Patanjali Baby Lotion,Baby Care,Patanjali Baby Lotion is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,71,362,223,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/baby_care/patanjali_baby_lotion.png,mkGold/products/default.png
Nandini Dog Food,Pet Care,Nandini Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,163,391,113,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/nandini_dog_food.png,mkGold/products/default.png
Dabur Dog Food,Pet Care,Dabur Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,238,419,78,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/dabur_dog_food.png,mkGold/products/default.png
Aashirvaad Dog Food,Pet Care,Aashirvaad Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,297,437,255,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/aashirvaad_dog_food.png,mkGold/products/default.png
Organic India Dog Food,Pet Care,Organic India Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,85,384,194,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/organic_india_dog_food.png,mkGold/products/default.png
Britannia Dog Food,Pet Care,Britannia Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,98,439,331,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/britannia_dog_food.png,mkGold/products/default.png
ITC Dog Food,Pet Care,ITC Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,347,431,44,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/itc_dog_food.png,mkGold/products/default.png
Paper Boat Dog Food,Pet Care,Paper Boat Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,143,363,411,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/paper_boat_dog_food.png,mkGold/products/default.png
Dhara Dog Food,Pet Care,Dhara Dog Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,208,422,170,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/dhara_dog_food.png,mkGold/products/default.png
Organic India Cat Food,Pet Care,Organic India Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,132,433,452,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/organic_india_cat_food.png,mkGold/products/default.png
Aashirvaad Cat Food,Pet Care,Aashirvaad Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,215,403,392,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/aashirvaad_cat_food.png,mkGold/products/default.png
ITC Cat Food,Pet Care,ITC Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,350,382,421,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/itc_cat_food.png,mkGold/products/default.png
Amul Cat Food,Pet Care,Amul Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,41,390,201,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/amul_cat_food.png,mkGold/products/default.png
24 Mantra Cat Food,Pet Care,24 Mantra Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,137,404,332,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/24_mantra_cat_food.png,mkGold/products/default.png
Saffola Cat Food,Pet Care,Saffola Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,255,388,418,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/saffola_cat_food.png,mkGold/products/default.png
Gemini Cat Food,Pet Care,Gemini Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,299,433,240,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/gemini_cat_food.png,mkGold/products/default.png
HUL Cat Food,Pet Care,HUL Cat Food is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,218,393,326,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/hul_cat_food.png,mkGold/products/default.png
Tata Dog Treats,Pet Care,Tata Dog Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,197,444,192,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/tata_dog_treats.png,mkGold/products/default.png
Gemini Dog Treats,Pet Care,Gemini Dog Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,170,399,229,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/gemini_dog_treats.png,mkGold/products/default.png
Organic India Dog Treats,Pet Care,Organic India Dog Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,321,406,239,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/organic_india_dog_treats.png,mkGold/products/default.png
Nandini Dog Treats,Pet Care,Nandini Dog Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,291,395,472,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/nandini_dog_treats.png,mkGold/products/default.png
Paper Boat Dog Treats,Pet Care,Paper Boat Dog Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,272,429,113,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/paper_boat_dog_treats.png,mkGold/products/default.png
Heritage Dog Treats,Pet Care,Heritage Dog Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,221,431,484,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/heritage_dog_treats.png,mkGold/products/default.png
Aashirvaad Dog Treats,Pet Care,Aashirvaad Dog Treats is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,114,362,298,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/pet_care/aashirvaad_dog_treats.png,mkGold/products/default.png
